source_concept_code,source_concept_id,source_vocabulary_id,source_domain,source_concept_class_id,source_description,source_description_synonym,relationship_id,predicate_id,confidence,target_concept_id,target_concept_name,target_vocabulary_id,target_domain_id,mapping_justification,mapping_tool,author_label,review_date,reviewer_name,reviewer_specialty,status,valid_start_date,valid_end_date,source_frequency
278327324,,EU1_Meds_OrdSyn,,,"dalfampridine 10 mg oral tablet, extended release",,Maps to,exactMatch,1.0,40169211,12 HR dalfampridine 10 MG Extended Release Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
278327477,,EU1_Meds_OrdSyn,,,bioflavonoids-zinc glycinate,,Maps to,exactMatch,1.0,19024669,Bioflavonoids,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2783302565^PW,,EU1_Meds_OrdSyn,,,d03075^59011-0276-60^1595766,,Maps to,exactMatch,1.0,45892371,Abuse-Deterrent 24 HR hydrocodone bitartrate 100 MG Extended Release Oral Tablet [Hysingla],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2783302761^PW,,EU1_Meds_OrdSyn,,,d04269^66992-0840-10^1190201,,Maps to,exactMatch,1.0,40243245,acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2800015011,,EU1_Meds_OrdSyn,,,emicizumab-kxwh 150 mg/mL subcutaneous solution,,Maps to,exactMatch,1.0,793059,emicizumab-kxwh 150 MG/ML Injection,RxNorm,Drug,MAPPING VIA ORDER SYNONYM USAGI,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
286548934,,EU1_Meds_OrdSyn,,,Tirosint 112 mcg (0.112 mg) oral capsule,,Maps to,exactMatch,1.0,40174971,levothyroxine sodium 0.112 MG Oral Capsule [Tirosint],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
293071777,,EU1_Meds_OrdSyn,,,Dexilant 60 mg oral delayed release capsule,,Maps to,exactMatch,1.0,19039961,dexlansoprazole 60 MG Delayed Release Oral Capsule,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2932254191,,EU1_Meds_OrdSyn,,,baricitinib 2 mg oral tablet,,Maps to,exactMatch,1.0,1510632,baricitinib 2 MG Oral Tablet,RxNorm,Drug,MAPPING VIA ORDER SYNONYM USAGI,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2935054367,,EU1_Meds_OrdSyn,,,lr250bg,,Maps to,exactMatch,1.0,19135374,calcium chloride 0.2 MG/ML / potassium chloride 0.3 MG/ML / sodium chloride 6 MG/ML / sodium lactate 3.1 MG/ML Injectable Solution,RxNorm,Drug,MAPPING VIA ITEM MEDICATION,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
2945095,,EU1_Meds_OrdSyn,,,ns250bt,,Maps to,exactMatch,1.0,19079524,sodium chloride 9 MG/ML Injectable Solution,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
299478611,,EU1_Meds_OrdSyn,,,nitaz500t,,Maps to,exactMatch,1.0,1715319,nitazoxanide 500 MG Oral Tablet,RxNorm,Drug,MAPPING VIA ITEM MEDICATION USAGI,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
299640043^PW,,EU1_Meds_OrdSyn,,,d00045^24658-0346-90^3443,,Maps to,exactMatch,1.0,1328660,24 HR diltiazem hydrochloride 420 MG Extended Release Oral Capsule,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
299764796,,EU1_Meds_OrdSyn,,,Lumizyme 50 mg intravenous injection,,Maps to,exactMatch,1.0,40181618,alglucosidase alfa 50 MG Injection [Lumizyme],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
30279810^PW,,EU1_Meds_OrdSyn,,,d03300^49348-0715-04^214364,,Maps to,exactMatch,1.0,40235739,chlorpheniramine maleate 4 MG / phenylephrine hydrochloride 10 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
30280181^PW,,EU1_Meds_OrdSyn,,,d07408^49348-0897-39^1399,,Maps to,exactMatch,1.0,19132647,benzocaine 60 MG/ML / isopropyl alcohol 0.7 ML/ML Medicated Pad,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
30280924^PW,,EU1_Meds_OrdSyn,,,d05265^67877-0390-30^827073,,Maps to,exactMatch,1.0,19133212,nebivolol 20 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3174170867^PW,,EU1_Meds_OrdSyn,,,d00537^00378-4623-26^4083,,Maps to,exactMatch,1.0,1548369,84 HR estradiol 0.00417 MG/HR Transdermal System,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
326911915,,EU1_Meds_OrdSyn,,,Deconex DM oral capsule,,Maps to,exactMatch,1.0,40228924,Dextromethorphan 15 MG / Guaifenesin 390 MG / Phenylephrine 10 MG Oral Capsule [Deconex DM],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3278923045,,EU1_Meds_OrdSyn,,,alemtuzumab - DoT,,Maps to,exactMatch,1.0,46275827,alemtuzumab Injection,RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3288891963,,EU1_Meds_OrdSyn,,,pembrolizumab - DoT,,Maps to,exactMatch,1.0,45775965,pembrolizumab,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3310075521,,EU1_Meds_OrdSyn,,,zenpep25cf,,Maps to,exactMatch,1.0,40241652,amylase 136000 UNT / lipase 25000 UNT / protease 85000 UNT Delayed Release Oral Capsule [Zenpep],RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3311260593,,EU1_Meds_OrdSyn,,,treti40susp,,Maps to,exactMatch,1.0,903643,tretinoin,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3311759199,,EU1_Meds_OrdSyn,,,siponimod 0.25 mg oral tablet,,Maps to,exactMatch,1.0,1510918,siponimod 0.25 MG Oral Tablet,RxNorm,Drug,MAPPING VIA ORDER SYNONYM USAGI,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3316814^PW,,EU1_Meds_OrdSyn,,,d05214^50242-0061-01^337521,,Maps to,exactMatch,1.0,46275989,16 ML bevacizumab 25 MG/ML Injection [Avastin],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3320579^PW,,EU1_Meds_OrdSyn,,,d04527^00093-7508-01^404725,,Maps to,exactMatch,1.0,19102549,zonisamide 25 MG Oral Capsule,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3326458967,,EU1_Meds_OrdSyn,,,mycophenolate mofetil - DoT,,Maps to,exactMatch,1.0,19003999,mycophenolate mofetil,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3326743129,,EU1_Meds_OrdSyn,,,darbepoetin alfa - DoT,,Maps to,exactMatch,1.0,1304643,darbepoetin alfa,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3328120935,,EU1_Meds_OrdSyn,,,polat140piiq >>WCI,,Maps to,exactMatch,1.0,1396729,polatuzumab vedotin,RxNorm,Drug,MAPPING VIA ITEM MEDICATION,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
333963392,,EU1_Meds_OrdSyn,,,Pradaxa 75 mg oral capsule,,Maps to,exactMatch,1.0,40228162,dabigatran etexilate 75 MG Oral Capsule [Pradaxa],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
333981478,,EU1_Meds_OrdSyn,,,dabig75c,,Maps to,exactMatch,1.0,45775372,dabigatran,RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33819836,,EU1_Meds_OrdSyn,,,Albumin-Alpine 5% intravenous solution,,Maps to,exactMatch,1.0,19102705,"Albumin Human, USP 50 MG/ML Injectable Solution [Albumin-Alpine]",RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33819931,,EU1_Meds_OrdSyn,,,Fosamax Plus D 70 mg-2800 intl units oral tablet,,Maps to,exactMatch,1.0,40173607,alendronic acid 70 MG / cholecalciferol 2800 UNT Oral Tablet [Fosamax Plus D],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33820314,,EU1_Meds_OrdSyn,,,"ALPRAZolam 1 mg oral tablet, disintegrating",,Maps to,exactMatch,1.0,781131,alprazolam 1 MG Disintegrating Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33820596,,EU1_Meds_OrdSyn,,,Kerasal AL 12% topical lotion,,Maps to,exactMatch,1.0,19123194,lactic acid 120 MG/ML Topical Lotion [Kerasal AL],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33823633,,EU1_Meds_OrdSyn,,,Clearplex 5% topical gel,,Maps to,exactMatch,1.0,19038645,benzoyl peroxide 0.05 MG/MG Topical Gel [Clearplex],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33830706,,EU1_Meds_OrdSyn,,,"desloratadine-pseudoephedrine 2.5 mg-120 mg oral tablet, extended release",,Maps to,exactMatch,1.0,40239547,12 HR desloratadine 2.5 MG / pseudoephedrine sulfate 120 MG Extended Release Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33832312,,EU1_Meds_OrdSyn,,,"DilTIAZem Hydrochloride CD 300 mg/24 hours oral capsule, extended release",,Maps to,exactMatch,1.0,19133562,24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33834117,,EU1_Meds_OrdSyn,,,enoxaparin 60 mg/0.6 mL injectable solution,,Maps to,exactMatch,1.0,40160948,enoxaparin sodium 100 MG/ML Injectable Solution,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33835531,,EU1_Meds_OrdSyn,,,ferumoxsil 175 mcg Fe/mL oral suspension,,Maps to,exactMatch,1.0,19077348,ferumoxsil 0.175 MG/ML Oral Suspension,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33836028,,EU1_Meds_OrdSyn,,,Flovent HFA 110 mcg/inh inhalation aerosol,,Maps to,exactMatch,1.0,42903220,fluticasone propionate 0.11 MG/ACTUAT Metered Dose Inhaler,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33841957,,EU1_Meds_OrdSyn,,,magnesium amino acids chelate (as elemental magnesium) 133 mg oral tablet,,Maps to,exactMatch,1.0,19060896,magnesium amino acid chelate,RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33849791,,EU1_Meds_OrdSyn,,,Prednicot 10 mg oral tablet,,Maps to,exactMatch,1.0,19098197,prednisone 10 MG Oral Tablet [Prednicot],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33850212,,EU1_Meds_OrdSyn,,,SEROquel 400 mg oral tablet,,Maps to,exactMatch,1.0,766851,quetiapine 400 MG Oral Tablet [Seroquel],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
33850335,,EU1_Meds_OrdSyn,,,"ranolazine 500 mg oral tablet, extended release",,Maps to,exactMatch,1.0,1337109,ranolazine 500 MG Extended Release Oral Tablet,RxNorm,Drug,MAPPING VIA ORDER SYNONYM USAGI,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
342625122,,EU1_Meds_OrdSyn,,,"Butrans 10 mcg/hr transdermal film, extended release",,Maps to,exactMatch,1.0,40173409,168 HR buprenorphine 0.01 MG/HR Transdermal System,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3434599,,EU1_Meds_OrdSyn,,,piperacillin-tazobactam in ns,,Maps to,exactMatch,1.0,40162329,diclofenac sodium 100 MG [Voltaren],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3468790^PW,,EU1_Meds_OrdSyn,,,d04043^54569-4957-00^284419,,Maps to,exactMatch,1.0,1543009,follitropin alfa 75 UNT Injection,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3468811^PW,,EU1_Meds_OrdSyn,,,d05353^65880-0003-30^7405,,Maps to,exactMatch,1.0,19061069,niacinamide 0.04 MG/MG Topical Gel,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3468876^PW,,EU1_Meds_OrdSyn,,,d03473^47335-0187-88^809006,,Maps to,exactMatch,1.0,789718,carbidopa 25 MG / levodopa 100 MG Disintegrating Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
346990622,,EU1_Meds_OrdSyn,,,"magnesium hydroxide 400 mg oral tablet, chewable",,Maps to,exactMatch,1.0,19129711,magnesium hydroxide 400 MG Chewable Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
346990793,,EU1_Meds_OrdSyn,,,aliskiren/amlodipine/hydrochlorothiazide 150 mg-5 mg-12.5 mg oral tablet,,Maps to,exactMatch,1.0,40232330,aliskiren 150 MG / amlodipine 5 MG / hydrochlorothiazide 12.5 MG Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3470936^PW,,EU1_Meds_OrdSyn,,,d00022^51407-0349-01^855300,,Maps to,exactMatch,1.0,40163518,warfarin sodium 10 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
34725012^PW,,EU1_Meds_OrdSyn,,,d03809^00173-0776-02^103968,,Maps to,exactMatch,1.0,19135487,lamotrigine 100 MG Disintegrating Oral Tablet [Lamictal],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3490807^PW,,EU1_Meds_OrdSyn,,,d01307^42808-0302-14^477031,,Maps to,exactMatch,1.0,19112598,salicylic acid 60 MG/ML Topical Cream,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3501688021,,EU1_Meds_OrdSyn,,,creon36000CF,,Maps to,exactMatch,1.0,990340,pancrelipase,RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3515849639,,EU1_Meds_OrdSyn,,,luspa25i >>WCI,,Maps to,exactMatch,1.0,37497740,luspatercept-aamt 25 MG Injection,RxNorm,Drug,MAPPING VIA ITEM MEDICATION USAGI,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3534970443^PW,,EU1_Meds_OrdSyn,,,d08289^00310-1970-39^1551777,,Maps to,exactMatch,1.0,45892074,naloxegol 25 MG Oral Tablet [Movantik],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3576407867,,EU1_Meds_OrdSyn,,,"NIFEdipine (Eqv-Adalat CC) 60 mg oral tablet, extended release",,Maps to,exactMatch,1.0,19019332,24 HR nifedipine 60 MG Extended Release Oral Tablet,RxNorm,Drug,Round 2 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
358250925,,EU1_Meds_OrdSyn,,,benzoyl peroxide 4.25% topical pad,,Maps to,exactMatch,1.0,40224224,benzoyl peroxide 42.5 MG/ML Medicated Pad,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3639413^PW,,EU1_Meds_OrdSyn,,,d04102^00591-2789-86^583211,,Maps to,exactMatch,1.0,778504,tizanidine 4 MG Oral Capsule,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3639414^PW,,EU1_Meds_OrdSyn,,,d04102^69420-1506-01^580267,,Maps to,exactMatch,1.0,778503,tizanidine 6 MG Oral Capsule,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3640121^PW,,EU1_Meds_OrdSyn,,,d03205^45802-0190-10^5492,,Maps to,exactMatch,1.0,19020429,hydrocortisone 5 MG/ML Topical Cream,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3640475^PW,,EU1_Meds_OrdSyn,,,d01021^49999-0725-90^1302274,,Maps to,exactMatch,1.0,40240688,docusate sodium 100 MG Oral Capsule,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3640615^PW,,EU1_Meds_OrdSyn,,,d05633^54569-6323-00^613876,,Maps to,exactMatch,1.0,19122722,nepafenac 1 MG/ML Ophthalmic Suspension [Nevanac],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3640629^PW,,EU1_Meds_OrdSyn,,,d05508^71205-0874-11^483446,,Maps to,exactMatch,1.0,734394,pregabalin 200 MG Oral Capsule,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3722752^PW,,EU1_Meds_OrdSyn,,,d03668^41167-1601-01^691188,,Maps to,exactMatch,1.0,40234624,menthol 0.16 MG/MG Topical Gel [Flexall],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3782507167,,EU1_Meds_OrdSyn,,,epopr.75nginh,,Maps to,exactMatch,1.0,19115193,epoprostenol 0.5 MG Injection,RxNorm,Drug,MAPPING VIA ITEM MEDICATION,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3806264459^PW,,EU1_Meds_OrdSyn,,,d04117^00065-0816-04^1601091,,Maps to,exactMatch,1.0,739520,olopatadine 7 MG/ML Ophthalmic Solution [Pataday],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3806264803^PW,,EU1_Meds_OrdSyn,,,d08240^43068-0220-01^1491619,,Maps to,exactMatch,1.0,44814603,tasimelteon 20 MG Oral Capsule [Hetlioz],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3872714819,,EU1_Meds_OrdSyn,,,pegfibmezi >>WCI,,Maps to,exactMatch,1.0,37499747,0.6 ML pegfilgrastim-bmez 10 MG/ML Prefilled Syringe,RxNorm,Drug,Round 1 Mapping,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
393935201^PW,,EU1_Meds_OrdSyn,,,d08069^50242-0088-01^1658087,,Maps to,exactMatch,1.0,46275187,ado-trastuzumab emtansine 100 MG Injection [KADCYLA],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3964700^PW,,EU1_Meds_OrdSyn,,,d00091^55887-0388-03^18631,,Maps to,exactMatch,1.0,1734134,azithromycin 500 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3965272^PW,,EU1_Meds_OrdSyn,,,d05831^54868-5759-00^643170,,Maps to,exactMatch,1.0,19124394,dasatinib 70 MG Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3965386^PW,,EU1_Meds_OrdSyn,,,d04835^00074-4339-07^1655728,,Maps to,exactMatch,1.0,36249660,{4 (0.8 ML adalimumab 50 MG/ML Auto-Injector [Humira]) } Pack [Humira Pen - Psoriasis Starter Pack],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
3965387^PW,,EU1_Meds_OrdSyn,,,d00749^66993-0019-68^647295,,Maps to,exactMatch,1.0,1511247,NDA020983 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
4055249^PW,,EU1_Meds_OrdSyn,,,d03781^00378-7286-53^214559,,Maps to,exactMatch,1.0,19128048,{21 (ethinyl estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
4055334^PW,,EU1_Meds_OrdSyn,,,d01294^52959-0299-60^4462,,Maps to,exactMatch,1.0,36249640,Emollient fluocinonide 0.5 MG/ML Topical Cream,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
4055829^PW,,EU1_Meds_OrdSyn,,,d05696^00480-1243-28^616114,,Maps to,exactMatch,1.0,19122473,lenalidomide 10 MG Oral Capsule,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
4055877^PW,,EU1_Meds_OrdSyn,,,d05395^54092-0249-01^477347,,Maps to,exactMatch,1.0,990031,lanthanum carbonate 500 MG Chewable Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
4056179^PW,,EU1_Meds_OrdSyn,,,d00555^52544-0892-28^352631,,Maps to,exactMatch,1.0,19129144,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Jolivette 28 Day],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
406392051,,EU1_Meds_OrdSyn,,,Robitussin Long-Acting Cough 15 mg/5 mL oral syrup,,Maps to,exactMatch,1.0,40239523,dextromethorphan hydrobromide 3 MG/ML Oral Solution [Robitussin Lingering Cold Long-Acting Cough],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
406392097,,EU1_Meds_OrdSyn,,,cefTAZidime 2 g intravenous injection,,Maps to,exactMatch,1.0,19074940,Ceftazidime 40 MG/ML Injectable Solution,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
406392261,,EU1_Meds_OrdSyn,,,OptiFlex-C 400 mg oral capsule,,Maps to,exactMatch,1.0,40242478,chondroitin sulfates 400 MG Oral Capsule [Optiflex-C],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
406392305,,EU1_Meds_OrdSyn,,,TherOmega 1000 mg oral capsule,,Maps to,exactMatch,1.0,42873525,Omega-3 Acid Ethyl Esters (USP) 1000 MG Oral Capsule [Theromega],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
411910818^PW,,EU1_Meds_OrdSyn,,,d08041^59572-0504-21^1369734,,Maps to,exactMatch,1.0,43014252,pomalidomide 4 MG Oral Capsule [Pomalyst],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
416860085,,EU1_Meds_OrdSyn,,,"ConZip 300 mg/24 hours oral capsule, extended release",,Maps to,exactMatch,1.0,40242512,24 HR tramadol hydrochloride 300 MG Extended Release Oral Capsule [ConZip],RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
416860173,,EU1_Meds_OrdSyn,,,"tapentadol 150 mg oral tablet, extended release",,Maps to,exactMatch,1.0,40243109,tapentadol 150 MG Extended Release Oral Tablet,RxNorm,Drug,MAPPING VIA ORDER SYNONYM USAGI,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
4202518655^PW,,EU1_Meds_OrdSyn,,,d03145^67555-0135-90^1087410,,Maps to,exactMatch,1.0,40233233,24 HR ascorbic acid 500 MG / biotin 0.15 MG / copper sulfate 3 MG / dl-alpha tocopheryl acetate 30 UNT / docusate sodium 50 MG / folic acid 1 MG / iron carbonyl 150 MG / vitamin B12 0.06 MG Extended Release Oral Tablet [Hemax],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
423669914,,EU1_Meds_OrdSyn,,,simvastatin-sitaGLIPtin 10 mg-100 mg oral tablet,,Maps to,exactMatch,1.0,40243626,simvastatin 10 MG / sitagliptin 100 MG Oral Tablet,RxNorm,Drug,EXISTING MAPPING,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
4281034,,EU1_Meds_OrdSyn,,,investns1000bg,,Maps to,exactMatch,1.0,19079524,sodium chloride 9 MG/ML Injectable Solution,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
4317500^PW,,EU1_Meds_OrdSyn,,,d03439^00067-8104-24^217020,,Maps to,exactMatch,1.0,19041509,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet [Excedrin],RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
4317711^PW,,EU1_Meds_OrdSyn,,,d01031^60687-0397-25^686433,,Maps to,exactMatch,1.0,968639,mesalamine 1200 MG Delayed Release Oral Tablet,RxNorm,Drug,VOCABULARY MAPPINGS,MM_U,legacy,2026-07-16,,,approved,1970-01-01,2099-12-31,
