source_concept_code,source_description,decision,target_concept_id,target_concept_name,target_vocabulary_id,target_concept_code,predicate_id,confidence,domain_id,qualifier_concept_id,qualifier_concept_name,qualifier_relationship_id,mapping_justification,needs_source_data,mapping_tool,reviewer_name,reviewer_type,review_date
1180101782,Saturation of Oxygen Extended Diastolic Pressure,map,4302410,Invasive blood pressure,SNOMED,386533006,narrowMatch,0.75,Measurement,,,,"MISLABELED: Despite name, records mmHg pressure at O2 sat measurement site, NOT oxygen saturation. Unit is mmHg with pressure sub-fields (diastolic). Mapped to invasive blood pressure.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101783,Saturation of Oxygen Extended Systolic Pressure,map,4302410,Invasive blood pressure,SNOMED,386533006,narrowMatch,0.75,Measurement,,,,"MISLABELED: Records mmHg systolic pressure at O2 sat measurement site, NOT oxygen saturation. Mapped to invasive blood pressure.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101784,Saturation of Oxygen Extended Mean Pressure,map,4302410,Invasive blood pressure,SNOMED,386533006,narrowMatch,0.75,Measurement,,,,"MISLABELED: Records mmHg mean pressure at O2 sat measurement site, NOT oxygen saturation. Mapped to invasive blood pressure.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101785,Saturation of Oxygen Extended A WAVE Pressure,map,4302410,Invasive blood pressure,SNOMED,386533006,narrowMatch,0.75,Measurement,,,,"MISLABELED: Records mmHg A-wave pressure at O2 sat measurement site, NOT oxygen saturation. Mapped to invasive blood pressure.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101786,Saturation of Oxygen Extended V WAVE Pressure,map,4302410,Invasive blood pressure,SNOMED,386533006,narrowMatch,0.75,Measurement,,,,"MISLABELED: Records mmHg V-wave pressure at O2 sat measurement site, NOT oxygen saturation. Mapped to invasive blood pressure.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101787,Saturation of Oxygen Extended EDP Pressure,map,4302410,Invasive blood pressure,SNOMED,386533006,narrowMatch,0.75,Measurement,,,,"MISLABELED: Records mmHg EDP at O2 sat measurement site, NOT oxygen saturation. Mapped to invasive blood pressure.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101788,Ventricle Extended Diastolic Pressure,map,4354251,Ventricular pressure,SNOMED,251069003,narrowMatch,0.8,Measurement,,,,Ventricular diastolic pressure during cardiac catheterization. Unspecified chamber laterality; mapped to generic ventricular pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101789,Ventricle Extended Systolic Pressure,map,4354251,Ventricular pressure,SNOMED,251069003,narrowMatch,0.8,Measurement,,,,Ventricular systolic pressure during cardiac catheterization. Mapped to generic ventricular pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101790,Ventricle Extended Mean Pressure,map,4354251,Ventricular pressure,SNOMED,251069003,narrowMatch,0.8,Measurement,,,,Ventricular mean pressure during cardiac catheterization. Mapped to generic ventricular pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101791,Ventricle Extended A WAVE Pressure,map,4354251,Ventricular pressure,SNOMED,251069003,narrowMatch,0.8,Measurement,,,,Ventricular A-wave pressure during cardiac catheterization. Mapped to generic ventricular pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101792,Ventricle Extended V WAVE Pressure,map,4354251,Ventricular pressure,SNOMED,251069003,narrowMatch,0.8,Measurement,,,,Ventricular V-wave pressure during cardiac catheterization. Mapped to generic ventricular pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101793,Ventricle Extended EDP Pressure,map,4354251,Ventricular pressure,SNOMED,251069003,narrowMatch,0.8,Measurement,,,,Ventricular end-diastolic pressure during cardiac catheterization. Mapped to generic ventricular pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101794,Atrium Extended Diastolic Pressure,map,4353842,Atrial pressure,SNOMED,251068006,narrowMatch,0.8,Measurement,,,,Atrial diastolic pressure during cardiac catheterization. Unspecified chamber laterality; mapped to generic atrial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101795,Atrium Extended Systolic Pressure,map,4353842,Atrial pressure,SNOMED,251068006,narrowMatch,0.8,Measurement,,,,Atrial systolic pressure during cardiac catheterization. Mapped to generic atrial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101796,Atrium Extended Mean Pressure,map,4353842,Atrial pressure,SNOMED,251068006,narrowMatch,0.8,Measurement,,,,Atrial mean pressure during cardiac catheterization. Mapped to generic atrial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101797,Atrium Extended A WAVE Pressure,map,4353842,Atrial pressure,SNOMED,251068006,narrowMatch,0.8,Measurement,,,,Atrial A-wave pressure (atrial contraction waveform) during catheterization. Mapped to generic atrial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101798,Atrium Extended V WAVE Pressure,map,4353842,Atrial pressure,SNOMED,251068006,narrowMatch,0.8,Measurement,,,,Atrial V-wave pressure (venous filling waveform) during catheterization. Mapped to generic atrial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101799,Atrium Extended EDP Pressure,map,4353842,Atrial pressure,SNOMED,251068006,narrowMatch,0.8,Measurement,,,,Atrial end-diastolic pressure during cardiac catheterization. Mapped to generic atrial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101800,Hepatic Vein Extended Diastolic Pressure,map,4090818,Venous pressure,SNOMED,252076005,narrowMatch,0.8,Measurement,,,,"Hepatic vein diastolic pressure during catheterization. Used in hepatic hemodynamic assessment (e.g., HVPG measurement). No specific hepatic vein pressure concept; mapped to venous pressure.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101801,Hepatic Vein Extended Systolic Pressure,map,4090818,Venous pressure,SNOMED,252076005,narrowMatch,0.8,Measurement,,,,Hepatic vein systolic pressure during catheterization. Mapped to venous pressure as closest standard concept.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101802,Hepatic Vein Extended Mean Pressure,map,4090818,Venous pressure,SNOMED,252076005,narrowMatch,0.8,Measurement,,,,Hepatic vein mean pressure during catheterization. Mapped to venous pressure as closest standard concept.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101803,Hepatic Vein Extended A WAVE Pressure,map,4090818,Venous pressure,SNOMED,252076005,narrowMatch,0.8,Measurement,,,,Hepatic vein A-wave pressure during catheterization. Mapped to venous pressure as closest standard concept.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101804,Hepatic Vein Extended V WAVE Pressure,map,4090818,Venous pressure,SNOMED,252076005,narrowMatch,0.8,Measurement,,,,Hepatic vein V-wave pressure during catheterization. Mapped to venous pressure as closest standard concept.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101805,Hepatic Vein Extended EDP Pressure,map,4090818,Venous pressure,SNOMED,252076005,narrowMatch,0.8,Measurement,,,,Hepatic vein end-diastolic pressure during catheterization. Mapped to venous pressure as closest standard concept.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101806,Right Internal Jugular Extended Diastolic Pressure,map,4292420,Jugular venous pressure,SNOMED,37476000,narrowMatch,0.8,Measurement,,,,Right internal jugular vein diastolic pressure during catheterization. Lateralized measurement; mapped to jugular venous pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101807,Right Internal Jugular Extended Systolic Pressure,map,4292420,Jugular venous pressure,SNOMED,37476000,narrowMatch,0.8,Measurement,,,,Right internal jugular vein systolic pressure during catheterization. Mapped to jugular venous pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101808,Right Internal Jugular Extended Mean Pressure,map,4292420,Jugular venous pressure,SNOMED,37476000,narrowMatch,0.8,Measurement,,,,Right internal jugular vein mean pressure during catheterization. Mapped to jugular venous pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101809,Right Internal Jugular Extended A WAVE Pressure,map,4292420,Jugular venous pressure,SNOMED,37476000,narrowMatch,0.8,Measurement,,,,Right internal jugular vein A-wave pressure during catheterization. Mapped to jugular venous pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101810,Right Internal Jugular Extended V WAVE Pressure,map,4292420,Jugular venous pressure,SNOMED,37476000,narrowMatch,0.8,Measurement,,,,Right internal jugular vein V-wave pressure during catheterization. Mapped to jugular venous pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101811,Right Internal Jugular Extended EDP Pressure,map,4292420,Jugular venous pressure,SNOMED,37476000,narrowMatch,0.8,Measurement,,,,Right internal jugular vein end-diastolic pressure during catheterization. Mapped to jugular venous pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101812,Left Coronary Artery Extended Diastolic Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,narrowMatch,0.8,Measurement,,,,Left coronary artery diastolic pressure during cardiac catheterization. Lateralized coronary measurement; mapped to invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101813,Left Coronary Artery Extended Systolic Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,narrowMatch,0.8,Measurement,,,,Left coronary artery systolic pressure during cardiac catheterization. Mapped to invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101814,Left Coronary Artery Extended Mean Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,narrowMatch,0.8,Measurement,,,,Left coronary artery mean pressure during cardiac catheterization. Mapped to invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101815,Left Coronary Artery Extended A WAVE Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,narrowMatch,0.8,Measurement,,,,Left coronary artery A-wave pressure during catheterization. Mapped to invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101816,Left Coronary Artery Extended V WAVE Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,narrowMatch,0.8,Measurement,,,,Left coronary artery V-wave pressure during catheterization. Mapped to invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101817,Left Coronary Artery Extended EDP Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,narrowMatch,0.8,Measurement,,,,Left coronary artery end-diastolic pressure during catheterization. Mapped to invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101818,Right Coronary Artery Extended Diastolic Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,narrowMatch,0.8,Measurement,,,,Right coronary artery diastolic pressure during cardiac catheterization. Lateralized coronary measurement; mapped to invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101819,Right Coronary Artery Extended Systolic Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,narrowMatch,0.8,Measurement,,,,Right coronary artery systolic pressure during cardiac catheterization. Mapped to invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101820,Right Coronary Artery Extended Mean Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,narrowMatch,0.8,Measurement,,,,Right coronary artery mean pressure during cardiac catheterization. Mapped to invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101821,Right Coronary Artery Extended A WAVE Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,broadMatch,0.7,Measurement,,,,Right coronary artery A WAVE pressure from XPER cath lab; broadMatch to Invasive arterial pressure as site-specific invasive arterial measurement.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101822,Right Coronary Artery Extended V WAVE Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,broadMatch,0.7,Measurement,,,,Right coronary artery V WAVE pressure from XPER cath lab; broadMatch to Invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101823,Right Coronary Artery Extended EDP Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,broadMatch,0.7,Measurement,,,,Right coronary artery EDP pressure from XPER cath lab; broadMatch to Invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101824,O2 Difference PV-SV Extended Diastolic Pressure,skip,,,,,broadMatch,,,,,,"XPER hemodynamic O2 difference PV-SV diastolic pressure — derived calculation, not a direct clinical measurement with a standard OMOP concept.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101825,O2 Difference PV-SV Extended Systolic Pressure,skip,,,,,broadMatch,,,,,,"XPER hemodynamic O2 difference PV-SV systolic pressure — derived calculation, no standard OMOP concept.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101826,O2 Difference PV-SV Extended Mean Pressure,skip,,,,,broadMatch,,,,,,"XPER hemodynamic O2 difference PV-SV mean pressure — derived calculation, no standard OMOP concept.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101827,O2 Difference PV-SV Extended A WAVE Pressure,skip,,,,,broadMatch,,,,,,"XPER hemodynamic O2 difference PV-SV A WAVE pressure — derived calculation, no standard OMOP concept.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101828,O2 Difference PV-SV Extended V WAVE Pressure,skip,,,,,broadMatch,,,,,,"XPER hemodynamic O2 difference PV-SV V WAVE pressure — derived calculation, no standard OMOP concept.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101829,O2 Difference PV-SV Extended EDP Pressure,skip,,,,,broadMatch,,,,,,"XPER hemodynamic O2 difference PV-SV EDP pressure — derived calculation, no standard OMOP concept.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101830,Azygos Artery Extended Diastolic Pressure,skip,,,,,broadMatch,,,,,,"Azygos artery diastolic pressure from XPER cath lab; too site-specific, no standard OMOP concept for azygos pressure.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101831,Azygos Artery Extended Systolic Pressure,skip,,,,,broadMatch,,,,,,Azygos artery systolic pressure from XPER cath lab; no standard OMOP concept for azygos pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101832,Azygos Artery Extended Mean Pressure,skip,,,,,broadMatch,,,,,,Azygos artery mean pressure from XPER cath lab; no standard OMOP concept for azygos pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101833,Azygos Artery Extended A WAVE Pressure,skip,,,,,broadMatch,,,,,,Azygos artery A WAVE pressure from XPER cath lab; no standard OMOP concept for azygos pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101834,Azygos Artery Extended V WAVE Pressure,skip,,,,,broadMatch,,,,,,Azygos artery V WAVE pressure from XPER cath lab; no standard OMOP concept for azygos pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101835,Azygos Artery Extended EDP Pressure,skip,,,,,broadMatch,,,,,,Azygos artery EDP pressure from XPER cath lab; no standard OMOP concept for azygos pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101836,Pulmonary Trunk Extended Diastolic Pressure,map,4353611,Pulmonary artery pressure,SNOMED,250767002,narrowMatch,0.85,Measurement,,,,Pulmonary trunk diastolic pressure from XPER cath lab; narrowMatch to Pulmonary artery pressure — pulmonary trunk is proximal pulmonary arterial tree.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101837,Pulmonary Trunk Extended Systolic Pressure,map,4353611,Pulmonary artery pressure,SNOMED,250767002,narrowMatch,0.85,Measurement,,,,Pulmonary trunk systolic pressure from XPER cath lab; narrowMatch to Pulmonary artery pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101838,Pulmonary Trunk Extended Mean Pressure,map,4353611,Pulmonary artery pressure,SNOMED,250767002,narrowMatch,0.85,Measurement,,,,Pulmonary trunk mean pressure from XPER cath lab; narrowMatch to Pulmonary artery pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101839,Pulmonary Trunk Extended A WAVE Pressure,map,4353611,Pulmonary artery pressure,SNOMED,250767002,narrowMatch,0.85,Measurement,,,,Pulmonary trunk A WAVE pressure from XPER cath lab; narrowMatch to Pulmonary artery pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101840,Pulmonary Trunk Extended V WAVE Pressure,map,4353611,Pulmonary artery pressure,SNOMED,250767002,narrowMatch,0.85,Measurement,,,,Pulmonary trunk V WAVE pressure from XPER cath lab; narrowMatch to Pulmonary artery pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101841,Pulmonary Trunk Extended EDP Pressure,map,4353611,Pulmonary artery pressure,SNOMED,250767002,narrowMatch,0.85,Measurement,,,,Pulmonary trunk EDP pressure from XPER cath lab; narrowMatch to Pulmonary artery pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101842,Innominate Artery Extended Diastolic Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,broadMatch,0.7,Measurement,,,,Innominate artery diastolic pressure from XPER cath lab; broadMatch to Invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101843,Innominate Artery Extended Systolic Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,broadMatch,0.7,Measurement,,,,Innominate artery systolic pressure from XPER cath lab; broadMatch to Invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101844,Innominate Artery Extended Mean Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,broadMatch,0.7,Measurement,,,,Innominate artery mean pressure from XPER cath lab; broadMatch to Invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101845,Innominate Artery Extended A WAVE Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,broadMatch,0.7,Measurement,,,,Innominate artery A WAVE pressure from XPER cath lab; broadMatch to Invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101846,Innominate Artery Extended V WAVE Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,broadMatch,0.7,Measurement,,,,Innominate artery V WAVE pressure from XPER cath lab; broadMatch to Invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101847,Innominate Artery Extended EDP Pressure,map,4303574,Invasive arterial pressure,SNOMED,386532001,broadMatch,0.7,Measurement,,,,Innominate artery EDP pressure from XPER cath lab; broadMatch to Invasive arterial pressure.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101848,Shunt Pressure Extended Diastolic Pressure,map,4108614,Cardiovascular shunt pressure gradient,SNOMED,251066005,broadMatch,0.75,Measurement,,,,Shunt diastolic pressure from XPER cath lab; broadMatch to Cardiovascular shunt pressure gradient.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101849,Shunt Pressure Extended Systolic Pressure,map,4108614,Cardiovascular shunt pressure gradient,SNOMED,251066005,broadMatch,0.75,Measurement,,,,Shunt systolic pressure from XPER cath lab; broadMatch to Cardiovascular shunt pressure gradient.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101850,Shunt Pressure Extended Mean Pressure,map,4108614,Cardiovascular shunt pressure gradient,SNOMED,251066005,broadMatch,0.75,Measurement,,,,Shunt mean pressure from XPER cath lab; broadMatch to Cardiovascular shunt pressure gradient.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101851,Shunt Pressure Extended A WAVE Pressure,map,4108614,Cardiovascular shunt pressure gradient,SNOMED,251066005,broadMatch,0.75,Measurement,,,,Shunt A WAVE pressure from XPER cath lab; broadMatch to Cardiovascular shunt pressure gradient.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101852,Shunt Pressure Extended V WAVE Pressure,map,4108614,Cardiovascular shunt pressure gradient,SNOMED,251066005,broadMatch,0.75,Measurement,,,,Shunt V WAVE pressure from XPER cath lab; broadMatch to Cardiovascular shunt pressure gradient.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101853,Shunt Pressure Extended EDP Pressure,map,4108614,Cardiovascular shunt pressure gradient,SNOMED,251066005,broadMatch,0.75,Measurement,,,,Shunt EDP pressure from XPER cath lab; broadMatch to Cardiovascular shunt pressure gradient.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101854,Zero Pressure Extended Diastolic Pressure,skip,,,,,broadMatch,,,,,,"Zero pressure calibration reference (diastolic) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101855,Zero Pressure Extended Systolic Pressure,skip,,,,,broadMatch,,,,,,"Zero pressure calibration reference (systolic) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101856,Zero Pressure Extended Mean Pressure,skip,,,,,broadMatch,,,,,,"Zero pressure calibration reference (mean) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101857,Zero Pressure Extended A WAVE Pressure,skip,,,,,broadMatch,,,,,,"Zero pressure calibration reference (A WAVE) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101858,Zero Pressure Extended V WAVE Pressure,skip,,,,,broadMatch,,,,,,"Zero pressure calibration reference (V WAVE) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101859,Zero Pressure Extended EDP Pressure,skip,,,,,broadMatch,,,,,,"Zero pressure calibration reference (EDP) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101860,Calibrate Extended Diastolic Pressure,skip,,,,,broadMatch,,,,,,"Pressure transducer calibration data (diastolic) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101861,Calibrate Extended Systolic Pressure,skip,,,,,broadMatch,,,,,,"Pressure transducer calibration data (systolic) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101862,Calibrate Extended Mean Pressure,skip,,,,,broadMatch,,,,,,"Pressure transducer calibration data (mean) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101863,Calibrate Extended A WAVE Pressure,skip,,,,,broadMatch,,,,,,"Pressure transducer calibration data (A WAVE) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101864,Calibrate Extended V WAVE Pressure,skip,,,,,broadMatch,,,,,,"Pressure transducer calibration data (V WAVE) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101865,Calibrate Extended EDP Pressure,skip,,,,,broadMatch,,,,,,"Pressure transducer calibration data (EDP) from XPER hemodynamic system; system calibration, not clinical.",no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101962,PWP O2 SATURATION,map,40483144,Intracardiac oxygen saturation,SNOMED,442381003,broadMatch,0.8,Measurement,,,,PWP O2 saturation — pulmonary wedge position is an intracardiac catheterization site.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101963,LA O2 SATURATION,map,40483144,Intracardiac oxygen saturation,SNOMED,442381003,broadMatch,0.8,Measurement,,,,LA O2 saturation — left atrium is an intracardiac site.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101964,HLA O2 SATURATION,map,40483144,Intracardiac oxygen saturation,SNOMED,442381003,broadMatch,0.8,Measurement,,,,HLA O2 saturation — high left atrium is an intracardiac site.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101965,LLA O2 SATURATION,map,40483144,Intracardiac oxygen saturation,SNOMED,442381003,broadMatch,0.8,Measurement,,,,LLA O2 saturation — low left atrium is an intracardiac site.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101966,IVC O2 SATURATION,map,40483108,Venous oxygen saturation,SNOMED,442349007,broadMatch,0.8,Measurement,,,,IVC O2 saturation — inferior vena cava is a venous site.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101967,HIVC O2 SATURATION,map,40483108,Venous oxygen saturation,SNOMED,442349007,broadMatch,0.8,Measurement,,,,HIVC O2 saturation — high inferior vena cava is a venous site.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101968,MIVC O2 SATURATION,map,40483108,Venous oxygen saturation,SNOMED,442349007,broadMatch,0.8,Measurement,,,,MIVC O2 saturation — mid inferior vena cava is a venous site.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
1180101969,LIVC O2 SATURATION,map,40483108,Venous oxygen saturation,SNOMED,442349007,broadMatch,0.8,Measurement,,,,LIVC O2 saturation — low inferior vena cava is a venous site.,no,claude-opus-4-6+ohdsi-vocab-mcp,claude-opus-4-6,llm,2026-03-08
